name,category,review.point,price,description,percent
"duncan taylor nc2 distilled at glen scotia, 1981 vintage, 18 year old, 46%",Single Malt Scotch,87,114.0,glen scotia has always been the bridesmaid to springbank this is justifiable considering that both production and availability of quality bottlings have been sporadic over the past decade or so i like this one it really shows the simple coastal pleasantness of this campbeltown distillery ripe malty notes are accompanied by brine cut hay banana cream pie and honeyed vanilla lingering salty malty finish with all the sherried and winefinished springbanks recently on the market not that there’s anything wrong with that here’s a nice nofrills campbeltown whisky ,46.0
"glen scotia 16 year old, 46%",Single Malt Scotch,87,88.0,the nose gives a whiff of vanilla fudge then black pepper sea salt and a savory note develops the palate yields maritimetinged candied fruits and effervescent smoke slightly tarry in the finish macho,46.0
"douglas laing old particular 21 year old distilled at glen scotia, 51.5%",Single Malt Scotch,87,137.0,whiskies in douglas laing’s new old particular range are nonchill filtered and bottled at three strengths with those aged 19 years and over being offered at 515% this glen scotia was distilled in may 1992 and boasts a nose of violets musky malt soft smoke and a fresh sea breeze big spicy and quite oily on the palate with dark berries black tea and a note of tar long and dark in the finish with oak tannins and persistent licorice £85,51.5
"glen scotia victoriana, 51.5%",Single Malt Scotch,87,115.0,the most expensive of glen scotia’s new trio has been finished in deeplycharred barrels and bottled nonchill filtered at cask strength soft and sweet on the nose with peaches fudge and a hint of oak fullbodied and slightly oily on the palate with wood spices vanilla and blackberries smoky ginger and lively char in the lengthy finish,51.5
"murray mcdavid mission iv distilled at glen spey, 1974 vintage, 46%",Single Malt Scotch,87,210.0,"although this distillery is operating it remains one of the hardest speyside whiskies to find this is unfortunate a fairly straightforward whiskypleasingly malty and somewhat viscous on the palate with some grassy notes the extra years with this particular bottling anyway have allowed the whisky to blossom become a little more intriguing and heavier along with malt and grassy notes i’m picking up citrus fruit especially on the nose toffee nuts freshly ground roasted cocoa beans nougat and vanilla fudge 
",46.0
"glencadam 30 year old, 46%",Single Malt Scotch,87,451.0,this is a single cask #729 bottling distilled in 1982 and the outturn was just 260 bottles soft and supple on the waxy nose with worn leather jaffa oranges and malt lots of leather with brittle toffee orange creams and a slightly musty note on the full palate mouthdrying in the lengthy finish but the tannins never come close to overwhelming £280,46.0
"glendronach, 12 year old, 40% abv",Single Malt Scotch,87,48.0,"over the past decade there has been no shortage of glendronach expressions i know of at least one 15 year old an 18 year old a 19 year old a 1968 vintage and four different 12 year old versions my favorite of the range was the limited edition 19 year old released here in the us about a decade ago the 1968 vintage which you can still find on retailers’ shelves is also a worthy dram but this new 12 year old “original” expression is certainly my favorite of the 12s and the 15 i feel that glendronach expresses itself best when it is not dominated by the sherry allowing a greater balance of flavors this whisky was originally matured in sherry casks but was then fortunately aged in bourbon casks for the remainder of its maturation the result? a richly flavored nicely balanced whisky expressing notes of sherried fruit burnt caramel light toffee and nuts all underpinned by a soothing malty foundation yum 
",40.0
"glendronach sauternes finish, 46%, 14 year old",Single Malt Scotch,87,75.0,the rich sweet sauternes dessert wine adds its signature quite lush with golden raisin crème brûlée rhubarb pie honeykissed citrus and creamy vanilla a lovely example of a dessert whisky  comforting warming and embracing i would also enjoy this after a brunch of crepes fresh fruit and maple syrup ,46.0
" glendronach cask strength batch 5, 55.3%",Single Malt Scotch,87,72.0,this batch of glendronach’s popular cask strength has been aged in a combination of oloroso and pedro ximenez sherry casks malt honey rose blossom and chocolatecoated turkish delight plus emerging vanilla on the nose the palate is full and rounded very sweet with more milk chocolate and very gentle spice the finish is lengthy with milky coffee sweet spices and subtle oak,55.3
"glenfarclas family cask 1981 cask 57, 50.8%",Single Malt Scotch,87,386.0,this is a refill or in 'farclas terms ‘plain’ hogshead so there is less wood on show and more distillery the nose is like a gentleman’s club at lunchtime roasting meat some pipe tobacco polished wood and the scent of a freshlydug garden wafting through the windows the palate shows slightly more fresh fruitiness in line with the 1971 cask there’s decent grip think treacle this time fluxes and changes which makes it all the more intriguing £246,50.8
"glenfarclas family cask 1984 cask 6030, 51%",Single Malt Scotch,87,392.0,a refill hogshead this time which when combined with its relative youth throws the distillery character into even greater focus positively light to start with a green edge to the dry grass seen in the 1970s and more of the fruity notes hinted at in the 1982 all the time though it is anchored by meaty earthiness and that distinctive burnt note the finish is a little short but all in all a very appetizing example £250 ,51.0
"glenfarclas family casks 1969 cask #2545, 57.5%",Single Malt Scotch,87,1456.0,this comes from a refill butt and has a light paler color the lack of huge oak interaction has given an amazing freshness think of freshlyapplied plaster syrup hot green bracken a touch of nuttiness it takes water well allowing pure soft fruits to come through and it is these which become almost syruplike in the mouth while never losing glenfarclas’ central depth and roasty richness in the center £865,57.5
"glenfiddich over 38 year old, 40%",Single Malt Scotch,87,4664.0,surprisingly pale you see the issue macallan? but long aging in refill casks helps eliminate the bluntness of oak and can produce aromas that have been reduced and then taken into an exotic realm here manifested as quince paste and kumquat followed by crystallized and candied fruits the palate is subtle and soft with light heat toasted chocolate white currant and then overwhelming cherry blossom exotic is the word bottled for china but may be given a wider release £3000,40.0
"glenfiddich vintage cask, 40%",Single Malt Scotch,87,111.0,one of a trio of new whiskies that have spent time in glenfiddich’s new solera vats this will surprise many because of its overt smokiness that’s like a bonfire in a pear orchard some ferny greenness adds to the freshness the reverse happens on the palate with the smoke being held in check by the soft mouthfeel which could be soleraenhanced ripe fruits and gentle creaminess travel retail asia only currently£70,40.0
"glenfiddich project xx, 47%",Single Malt Scotch,87,62.0,one of two initial releases in glenfiddich’s experimental series this is a nonchill filtered expression a vatting of twenty casks including firstfill bourbon sherry butts and port pipes the nose is fragrant and faintly oriental with vanilla jaffa oranges and apricots the palate is full and sweet with oranges and lemons fudge plump sultanas milk chocolate and tangy spices drying steadily to fruity oakiness in the relatively lengthy finish £50,47.0
"glen garioch vintage 1995, 55.3%",Single Malt Scotch,87,86.0,one of two new glen garioch vintages to be produced under the auspices of morrison bowmore distillers’ master blender rachel barrie this 1995 offering is due to appear in the us next year 1000 cases are available and maturation has taken place in firstfill bourbon casks spice vanilla pears honey and very discreet smoke on the nose hazelnuts baked bananas apple strudel and lots of spice on the sweet creamy palate backed up by a gentle note of lingering char £55,55.3
"wemyss malts brandy casket distilled at glen garioch 1989, 46%",Single Malt Scotch,87,95.0,wemyss malts has bottled this 23 year old hogsheadmatured example of glen garioch from the aberdeenshire village of oldmeldrum just 322 bottles were yielded by the cask cigarette tobacco brittle toffee and a hint of aniseed on the nose vanilla develops along with strawberries apples and pears rich malt walnuts cooked apple and cinnamon on the palate the spicy finish features old leather and pepper £105 ,46.0
"glen garioch 15 year old the renaissance chapter one, 51.9%",Single Malt Scotch,87,108.0,the first of four ‘chapters’ under the renaissance banner all of which will consist of spirit made since glen garioch reopened in 1997 this 15 year old release has been matured in sherry and bourbon casks and 12000 bottles are available ginger features on the early perfumed nose with soft toffee oranges and dates milk chocolate on the creamy palate where the ginger theme continues along with cinnamon and caramel the finish offers rich chocolate and orange which finally fades £75,51.9
"glenglassaugh aged over 30 years, 43%",Single Malt Scotch,87,637.0,this malt is actually 36 years old having spent its first 34 years in a refill hogshead before two years of maturation in a first fill exsauternes cask the outturn was 280 bottles mellow on the nose with fresh oranges and apples developing toffee and violets smooth and fruity on the palate with dark chocolate pepper and discreet tannins long in the finish with fruity oak £400,43.0
"glengoyne, 21 year old, 43%",Single Malt Scotch,87,80.0,"while younger glengoyne whiskies are enjoyable but often fairly straightforward in flavor the older expressions develop nicely in depth regardless of age there’s always a creamy maltiness as the foundation of the whisky for this expression notes of honey cookie dough dry spice notes vanilla cinnamon and soft fruit citrus apple round out the palate this whisky is clean polished and very drinkable a new addition to the glengoyne line and very welcome 
",43.0
"the glenlivet cellar collection, 1967, 46%",Single Malt Scotch,87,200.0,"deep gold color a very delightful aroma that defies its age with notes of rich creamy vanilla exotic tropical fruit honey and toasted oak rich mouth coating texture and body its flavor starts out like its aromacreamy vanilla tropical fruit honeythen turns dry and becomes very dry leathery and oaky on the finish soothing long dry finish 
",46.0
"the glenlivet french oak reserve 15 year old, 40%",Single Malt Scotch,87,50.0,"i enjoy glenlivet whisky for its subtle elegance floral notes along with a delicious ""peaches & cream"" flavor for this particular whisky finishing some of the whisky in new french oak barrels adds depth dried spice vanilla clove and pleasing dryness to the glenlivet profile this whisky is more polished and refined than the 12 year old expression it replaces 
",40.0
"glenmorangie, 1977 vintage, 43%",Single Malt Scotch,87,200.0,"style highland single malt scotch color gold aroma subtly complex and somewhat dry with notes of vanilla almonds hay freshly cut grass and a hint of smoke palate clean and malty up front becoming dry as it begins to reveal its age as the maltiness turns into a potpourri of spice and dried fruit dry on the finish and spicyalmost peppery its finish is big and long for a glenmorangie whisky 
",43.0
"glenmorangie quinta ruban, 46%",Single Malt Scotch,87,70.0,"finished in port casks like the nectar d’or above this expression adds lushness body and a sweet complexity but with darker fruit and spice than the nectar d’or while still allowing glenmorangie’s complexity to shine through 
",46.0
"glenmorangie a midwinter night's dram, 43%",Single Malt Scotch,87,58.0,this nas glenmorangie contains whisky aged in bourbon casks and some that was ‘extramatured’ in spanish oloroso sherry casks as per glenmoragie lasanta the result is a variant with more of a winter fireside vibe than found in original the nose boasts dates plain chocolate caramel and jaffa oranges rich and fruity in the mouth with more oranges plus sultanas roasted chestnuts cinnamon and ginger the finish is medium in length fruity gingery and ultimately slightly bitter £40,43.0
"the glenrothes, 1989, 43%",Single Malt Scotch,87,56.0,"amber gold color rich honeyed malt in aroma quite floral with subtle notes of dried fruit full rich body very malty flavors with notes of honeyed fruit up front turning dry on the finish with notes of oak vanilla and dried fruit 
",43.0
"glenrothes, 1994 vintage, $43%",Single Malt Scotch,87,78.0,very bright and lively with a nice balance of flavors zesty fruit lemon peach ripe pineapple golden raisin on a bed of layered sweetness creamy vanilla light honey lightly toasted marshmallow and a hint of coconut gently dry delicately spicy dried citrus finish light enough and with enough zing to enjoy before dinner but it should stand up well enough after dinner too this is a nice whisky but it shows a lighter more elegant side of glenrothes it doesn’t express the rich opulent notes often shown in bottlings like the 1972 vintage for example,43.0
"glenrothes 1978, 43%",Single Malt Scotch,87,322.0,though this has been on the shelves in the uk for a while its us release has been delayed it shows a classic mature ‘rothes nose mixing moist fruitcake vanilla and a tickle of maltiness what sets this apart is the weight of the stewed fruit and a dry note reminiscent of light rain on tweed the palate is typically slow with a sparky spiciness and a lick of hazelnut butter to caress your throat worth the wait ,43.0
"glenrothes vintage reserve, 40%",Single Malt Scotch,87,60.0,a new nas this has a thick silky nose in classic ‘rothes style which reminds you of coffee cream icing hazelnut syrup semidried soft fruits and horchata the palate has elegance and poise with a hint of menthol lifting off into pecan and light grippy oak has excellent length and mellow flow water slightly reduces its voluptuous charms so be careful or simply avoid praise for revealing all the vintages used and the fantastic price chapeau £39,40.0
"chieftain’s distilled at glenturret 21 year old, 55.8%",Single Malt Scotch,87,140.0,a comparatively rare independent bottling of what is in any case a hard to find single malt distilled in 1990 matured in an american oak hogshead #646 and bottled at cask strength white pepper damp earth violets cinnamon and slight saltiness on the nose the pepper blackens on the idiosyncratic palate with cough syrup big spice notes and dark berries long and peppery in the finish with developing oak tannins,55.8
"duncan taylor 'rarest of the rare' distilled at glenugie, cask #5156, 22 year old, 1975 vintage, 58.0%",Single Malt Scotch,87,215.0,"the only sherry caskaged rarest of the rare whisky reviewed here rich thick cut marmalade combined with chewy toffee sultana and nuts the oak adds spice balance and complexity this isn’t a onetrick sherry pony there’s a lot going on here spicy resinous finish one of the best glenugies i have tasted 
",58.0
"highland park, cask #10146, 1990 vintage, 15 year old, 53.6%",Single Malt Scotch,87,78.0,"the darkest and most decadent of the three 15 year olds here notes of molasses demerara rum apricot and dates more subtle notes of mixed nuts sap tobacco and fig with just a hint of moroccan spice and leather surprisingly complex for a whisky this young and the most intriguing of the younger expressions reviewed here bottled for beltramo’s fine wines & spirits 
",53.6
"murray mcdavid distilled at highland park 1988, 14 year old, 46%",Single Malt Scotch,87,48.0,"deep gold color nicely balanced aroma of honeyed malt fruit floral notes and a hint of the sea medium in body and smooth the palate begins with soothing honey notes followed by a rich maltiness ripe fruit flavors emerge lush and delicious the whisky eventually becomes dry and floral with a suggestion of salt 
",46.0
"highland park loki 15 year old, 48.7%",Single Malt Scotch,87,250.0,following on from thor loki is the second release in highland park’s valhalla collection loki has been matured in a mix of sherry and heavilypeated casks initial notes of marzipan on the nose then orange oriental spices and chili in time yellow plums vanilla and floral notes soft and sweet on the palate with pink grapefruit overt smoke and a touch of salt the finish features contrasting barbecue and vanilla notes citrus and lots of spice,48.7
"highland park ice edition, 53.9%",Single Malt Scotch,87,270.0,ice edition is a 17 year old matured predominantly in bourbon casks just 30000 rather extravagantly presented bottles are available globally  fresh and fruity on the nose with light trademark highland park sweet smoke ginger and a hint of dry earth in time the fruits become more clearly defined as pears and peaches full and viscous on the palate vanilla pepper brief orchard fruits then dry peat licorice aniseed and a lingering relatively dry finish,53.9
"highland park valkyrie, 45.9%",Single Malt Scotch,87,71.0,valkyrie replaces the current dark origins expression and was matured in a combination of firstfill american oak sherry casks american oak bourbon casks and european oak sherry casks along with some refill casks apricots and aromatic wood smoke on the nose slightly oily with raisins stewed fruits on the palate with earthy peat licorice and black pepper aniseed dark berry notes and wood spice in the finish,45.9
"highland park magnus, 40%",Single Malt Scotch,87,40.0,named for highland park distillery’s founder magnus eunson it has been matured in firstfill and refill american oak sherry casks the nose offers honeysuckle vanilla rising bread dough and faint aromatic wood smoke slightly smoky orchard fruits on the early palate with sultanas ripe cherries and cinnamon medium to long in the finish with drying fruit notes wood spice and ultimately licorice sticks us exclusive,40.0
"highland park full volume, 47.2%",Single Malt Scotch,87,100.0,full volume is a usexclusive bottling that was distilled in 1999 and matured entirely in firstfill bourbon casks the nose is fragrant with canned pears and vanilla ice cream coconut and a very subtle wisp of smoke quite thin on the palate nutty mildly herbal with tropical fruits ashy peat smoke cocoa powder and wood spice in the mediumlength finish,47.2
"laphroaig, 40 year old, 42.4%",Single Malt Scotch,87,500.0,amber copper color very mature aroma of oak damp earth peat smoke licorice soft citrus and seaweed fullbodied and somewhat oily a gently sweet vanilla note up frontalbeit very brieflythen a quick flash of citrus fruit and seaweed after that it's a battle between peat smoke and oak with the oak ultimately winning very long dry smoky finish,42.4
"linkwood, 1996 vintage, 58.2%",Single Malt Scotch,87,325.0,matured in a sherry cask chock full of ripe fruit but still quite feminine in personality firm malt foundation almost buttery in texture with juicy oak maple syrup raspberry red and black strawberry and dates peppered with gentle spice cinnamon ginger while this is a very enjoyable whisky i have tasted some excellent linkwood bottlings including the standard 12 year old from back in the early 1990s that brandished less sherry allowing more of linkwood’s gentle nature to blossom still the sherry influence here is pristine and it gives as much as it masks 430 bottles£200,58.2
"the whisky exchange distilled at linkwood 16 year old, 48%",Single Malt Scotch,87,108.0,the combination of linkwood and sherry cask can be to the detriment of such a perfumed whisky not here the nose speaks of caramel toffee demerara sugar and while an oaky touch is there it’s light allowing plump sultanas rose and a delightful balsamic cider vinegar note to emerge the palate is relaxed and gentle with darker fruits there’s sufficient body to cope with the tannic squeeze it needs water to reach ideal balance lovely £65,48.0
"longrow red 11 year old port cask, 51.8%",Single Malt Scotch,87,82.0,the latest incarnation of springbank’s longrow red matured for 11 years in port casks before being bottled at cask strength the nose is sweet with cherries caramel new leather chewing tobacco and soft peat voluptuous in the mouth with a palate of rich peat summer berries and toffee apples with growing spice notes and light oak lengthy in the finish with cinnamon peat sweet oak and red berries,51.8
"single malts of scotland distilled at longmorn 1992, 49.7%",Single Malt Scotch,87,135.0,longmorn always has this fruitcake thing going on and this is no exception a sherry hoggie  helped provide sultana cake mix grilled almond rhubarb puree and a little cigar box the palate is very fruity with light darjeelinglike tannins then red fruits it becomes nuttier as it moves and needs water to add ripeness to the stone fruit base highly recommended and extremely well priced £80,49.7
"the macallan, 1951 vintage, 48.8%",Single Malt Scotch,87,2000.0,amber mahogany color its 50 years of age are evident in the nosethere's plenty of resinous wood spice notes especially clove also on the nose is citrus especially orange a potpourri of dried fruit light toffee and a hint of smoked nuts the body is thick and viscous the palate expresses flavors similar to its aroma finishing dry and long,48.8
"macallan diamond jubilee, 52%",Single Malt Scotch,87,549.0,a vatting of sherry casks from apparently royally significant dates with an outturn of 2012 get it? bottles auburn in color it has a fruit compote nose mixed with citrus and a little hint of gravy browning in the background this mix of the exoticoil of clove on the tongue the sweet and light gripmakes for a very intriguing concentrated and layered palate think of turkish delight and crystallized ginger try the distillery shop for stock £350,52.0
"macallan edition no. 1, 48%",Single Malt Scotch,87,90.0,people tend to moan about macallan having lost its mojo not here this is a vatting of different sized american and mostly european oak casks so no surprise that it’s oakled but macallan is a heavy distillate and it needs oak to prosper fully here you get rosin marmalade green fig jam and the power of concentrated oils the palate is powerful and supple with some clove ginger and yet more chocolate substantial and well worth checking out,48.0
"mannochmore 25 year old, 53.4%",Single Malt Scotch,87,400.0,along with auchroisk mannochmore is one of diageo’s wellkept secrets this 1990 distillate was matured in firstfill american oak hogsheads and european oak butts oily orange notes on the nose plus vanilla brittle toffee and honey the palate is substantial rich and sweet with figs sultanas banana and more honey plus developing cloves raisins and plain chocolate in the long spicy finish diageo special releases 2016 bottling 3954 bottles,53.4
"scott's selection distilled at mortlach 1961, 39 year old, 40.8%",Single Malt Scotch,87,175.0,"straw gold color very mature aromas of oak and citrus with a hint of smoke dry vanilla floral and spice notes flavors are very mature and fairly dry throughout mirroring the aroma’s dominant oaky vanilla notes with citrus and subtle smoke long lingering finish 
",40.8
"old pulteney, 17 year old, 46%",Single Malt Scotch,87,80.0,pleasingly sweet and fruity with notes of caramel apples berries in honey vanilla and ripe pear fresh brine and subtle mint emerge occasionally and linger on the finish nicely balanced more complex with a wider range of flavors than the old pulteney 21 year old ,46.0
"old pulteney 12 year old, 40%",Single Malt Scotch,87,35.0,scotland’s northernmost mainland distillery located in the historic port of wick is owned by inver house the ‘entry level’ 12 year old expression is widely available the nose presents pleasingly fresh malt and floral notes with a touch of pine the palate offers a fuller bodied sweeter whisky than the nose might lead one to expect with more malt spices fresh fruit and a suggestion of salt the finish is medium in length drying and decidedly nutty,40.0
"gordon & macphail distilled at pulteney 21 year old, 43%",Single Malt Scotch,87,120.0,gordon & macphail bottled a 21 year old expression from scotland’s northernmost mainland distillery for the us market earlier this year sweet on the nose with honey and vanilla fleetingly stewed apricots and peaches plus a hint of caramel intensely focused sweet tropical fruits on the palate with barley sugar becoming nuttier with an edge of mixed spices spice fading to milk chocolate in the mediumlength finish with just a suggestion of brine ,43.0
"pentland skerries, 46%,",Single Malt Scotch,87,92.0,maturation of the pentland skerries bottling of the lighthouse collection has taken place exclusively in former spanish sherry casks which lends the nose rich dark sherry and christmas cake notes caramel and old leather along with the distillery’s characteristic saltiness which here comes across as salted peanuts fullbodied and slick in the mouth overt sherry sultanas figs spice and contrasting brine mild maritime notes and autumn fruits combine with prunes and sherry in an accomplished afterdinner finish £55/liter,46.0
"port ellen 34 year old, 55%",Single Malt Scotch,87,2000.0,here’s a classical port ellen where the intense even monomaniacal delivery of smoke mixes with damp face flannel purple smoke green ferns and rapeseed oil lots of minerality to the point of being almost flintily uncompromising water makes it more naked the palate is excellent with an explosion of preserved lemonaccented smokiness touches of spanish paprika a sweet syrupy center before a massive licorice finish peatiness for the purist but whenever was that different? 2958 bottles,55.0
"signatory distilled at rosebank, 14 year old, 1991 vintage, cask #4755, 43%",Single Malt Scotch,87,60.0,"delicately floral lavender rose and perfumed with notes of chamomile hay soft vanilla and gentle malt creamy and soothing with a gently dry finish lots of depth for a lighter weight whisky a lovely aperitif i feel rosebank is freshest and best when it is young with the distillery closing in 1993 now’s the time to act and this is one of the better bottlings i’ve tasted 
",43.0
"royal brackla 21 year old, 40%",Single Malt Scotch,87,270.0,"as part of its program to make available single malts from all five of its scotch whisky distilleries bacardi subsidiary john dewar & sons has now released a trio of bottlings from royal brackla situated near nairn in the scottish highlands the 12 16 and 21 year old expressions are initially available in ten markets including the uk us and canada
more restrained on the nose than the 12 and 16 year old variants with green apples melons and damp grass the palate is silky and refined with fresh fruits just a hint of sherry light spice and a wisp of smoke aniseed and drying old oak in the earthy lengthy finish",40.0
"scapa glansa, 40%",Single Malt Scotch,87,72.0,glansa is described as a “peated whisky cask finish” with the majority of its unspecified maturation time being spent in firstfill american oak casks madeira notes on the nose with vanilla honey and pears richly fruity on the palate with cocoa powder vanilla caramel and mild wood smoke dark berries emerge from the background the dark fruits continue through the lengthy finish where smokiness increases,40.0
"springbank, 40 year old, 46%",Single Malt Scotch,87,950.0,"antique gold color mature aromas of creamy vanilla thick coconut oak and a hint of mint the classic springbank sea breeze aroma struggles for recognition medium body and oily in texture flavors deliver what the aroma promises with additional dry wood spices and a very long finish 
",46.0
"springbank 14 year old amontillado cask #305, 55.4%",Single Malt Scotch,87,100.0,"a round of single cask springers matured completely not finished in various wine casks for the us market all four are solid efforts  it’s really a matter of personal preference a general comment most of the single cask releases are matured in some sort of wine or rum cask while this is nice i would love to see several single cask cask strength and fullymatured exbourbon barrel bottlings offered for a change 

citrus exotic wood and botanicals on the nose and palate indeed there’s a bit of intrigue here nice balance with roasted nuts pecan pie and more exotic wood on the finish ",55.4
"springbank calvados wood 12 year old, 52.7%",Single Malt Scotch,87,105.0,this expression from the campbeltown distillery of springbank was distilled in april 2000 matured for six years in refill bourbon barrels and then for another six years in calvados casks the outturn was 9420 bottles toffee apples dipped in soft spices on the nose with a follow through of vanilla quite viscous on the palate with white wine red peppers and cinnamon along with a tang of peat lime marmalade and a touch more peat in the relatively dry finish  ,52.7
"springbank green 13 year old, 46%",Single Malt Scotch,87,77.0,this is the second ‘green’ release from springbank denoting the use of organic barley following on from a 12 year old in 2014 this variant has been fully matured in sherry casks and 9000 bottles are available white pepper ozone and wet sand on the early nose ultimately cocoa powder baked apple and sultanas the palate is initially very sweet and spicy with salt and fruity sherry developing the finish is medium to long warming with a salty tang,46.0
"talisker 30 year old, 45.8%",Single Malt Scotch,87,471.0,as part of a rebranding of the entire talisker range diageo has brought its special releases 25 and 30 year old cask strength expressions into the fulltime fold reduced in strength to 458% sweet and buttery on the nose soft fruits and fragrant malt milk chocolate and dry crumbling peat citrus fruits notably lemon licorice sticks black pepper and scorched wood on the palate dry and oaky in the lengthy finish with peat notes and allspice to the end £300 ,45.8
"talisker triple matured edition, 48%",Single Malt Scotch,87,135.0,this no age statement talisker is one of the first “triple matured” sonamed whiskies exclusive to friends of the classic malts successive periods of aging occurred in refill casks charred american oak hogsheads and european oak refill casks ozone fresh asphalt dried fruits and old leather on the nose a big pepper hit in the mouth backed by earthy peat elastoplast vanilla and citrus fruits the pepper lasts right to the end in the long steadilydrying charcoalfueled finish £80,48.0
"talisker neist point, 45.8%",Single Malt Scotch,87,180.0,a showcase of the wide range of talisker’s characteristics very sweet fruits vanilla new leather and a hint of brine on the nose smooth on the palate with smoky dark berries lively spices and crème brûlée dark chocolate and slightly bitter tannins feature in the finish along with ginger and very mild chili travel retail exclusive,45.8
"duncan taylor distilled at tamnavulin, 37 year old, 1967 vintage, 46.7%",Single Malt Scotch,87,240.0,"deep amber/chestnut/crimson color suggesting a good dose of sherry cask aging which the palate confirms syrupy notes of fruitcake burnt fig raisin and beeswax are balanced by resinous oak polished leather roasted nuts and dried spice on the finish the 37 years of oak impact is balanced nicely by the sherry even if both are a bit extreme for what is normally a more elegant dram 
",46.7
"tobermory, 10 year old, 40%",Single Malt Scotch,87,36.0,"straw gold aromas of a sweet shopvanilla honey marshmallow and confectioner’s sugar light to medium body and soft clean flavors which are very malty and honeyed with notes of marshmallow and vanilla gently sweet finish 
",40.0
"tomatin, 18 year old, 43%",Single Malt Scotch,87,60.0,"fuller in body deeper and more complex than the 12 year old as would be expected sweeter fruits honeylaced citrus lemon gum drops and ripe peach and rum notes marry nicely with dried spice cinnamon vanilla ginger calming finish an intelligent use of sherry cask aging 
",43.0
"tomatin, 30 year old, 1976 vintage, 49.3%",Single Malt Scotch,87,400.0,bold and spicy but with enough backbone to handle it surely the most intense of the bunch overall the 25 year old is dry on the palate  especially on the finish  but the 30 year old challenges you the throughout there’s plenty of oak here imparting leather resin and dried spice notes cinnamon clove vanilla but it is rescued by sherried fruit honeyed citrus and toffee a powerful dram,49.3
"douglas laing director’s cut distilled at tomatin 45 year old, 51.6%",Single Malt Scotch,87,353.0,"this veteran example of tomatin was distilled in november 1967 and matured for 45 years in refill butt #9315 the outturn was
175 bottles uncompromising dark sherry and treacle notes on the fruity nose along with gunpowder tea big old sherry notes on the full palate with raisins sultanas and a sprinkling of black pepper fruity notably spicy and not too drying for its age in a relatively supple finish £230",51.6
"tomatin 1988 vintage, 46%",Single Malt Scotch,87,250.0,this vintage expression from tomatin has been matured in a mix of bourbon and port casks and is being released in batches the first comprises 2500 bottles the soft fragrant nose offers strawberries apricots honey and caramel with a final hint of dry port fruit and caramel notes carry over from the nose onto the palate before dark chocolate appears along with a suggestion of smoke subtle oak and ginger in the lengthy finish,46.0
"tomatin cù bòcan 1989 limited edition, 53.2%",Single Malt Scotch,87,337.0,tomatin launched the peated cù bòcan expression last year and follows it with a vintage variant the result of “…a rare and unintentional production of peated whisky at the distillery on 7th june 1989” three bourbon casks yielded 1080 bottles ripe apples and aerosol furniture polish with a vanilla and sweet woodsmoke backdrop on the nose fullbodied with intense sweet fruit notes on the palate and a heathery smoky kick smoky spice and nutty flavors in the ultimately drying finish £200,53.2
"scott's selection distilled at 'north of scotland,' 1963, 46.8%",Grain Scotch Whisky,87,120.0,"antique gold thoughtprovoking aromas and flavors of molasses leather vanilla and wood spices with a hint of bourbon and rum light to medium in body given that this whisky is so mature and rather light in body it has held up very wellthe woody dryness is balanced nicely by the sweetness of the grain 
",46.8
"the antiquary, 1977 vintage, 46%",Blended Scotch Whisky,87,300.0,"deep on the nose and palate with notes of dark rum dried fruit roasted nuts dark chocolate cinnamon polished leather charcoal and a suggestion of peat  dry resinous finish  bonus points for intrigue
",46.0
"the antiquary 35 year old, 46%",Blended Scotch Whisky,87,460.0,the aromas can be split into four fresh fruits raspberry blueberry desserts vanilla custard bread and butter pudding antique shop polished furniture welloiled moving parts and stewed fruits apple rhubarb some old orange peel wisps of balsa wood smoke tangy orange notes build accompanied by those fresh fruits sweet oak aniseed and white pepper ending on black treacle and gingerbread the finish is epically long dry floral with parkin residual wood notes and further smoke evident 800 bottles,46.0
"eades “double malt” islay second edition, 46%",Blended Malt Scotch Whisky,87,70.0,a marriage of two whiskies 30% 18 year old caol ila finished in chateau d’yquem sauternes casks and 70% 10 year old bowmore finished in grenache wine casks a honeyed sultana sweetness from the d’yquem? nicely tames the rooty smoke iodine seaweed brine pepper and subtle spanish olive bramble and berried fruit from the grenache? add another layer and dimension a very dynamic whisky worthy of exploring and debating how well all these flavors integrate with each other,46.0
"wemyss “a matter of smoke” 15 year old, 46%",Single Malt Scotch,87,130.0,peat smoke indeed and it dovetails nicely with light toffee vanilla anise charred oak blackberry seaweed kalamata olive brine and peppercorn well balanced from start to lingering smoke finish and very exciting exclusive to the us,46.0
"wemyss malts ginger spice distilled at glenrothes 1988, 46%",Single Malt Scotch,87,164.0,glenrothes always has a spicy element but this example ups the ante considerably and true to the label it’s freshcut ginger root alongside galangal and coriander a hint of green grass and even a little bite of jelly babies alongside black currant leaf rothes’ normally languid air is here frothily exuberant with just sufficient vanilla thickness to offer a brake uplifting and good £107,46.0
"wemyss malts heathery smoke distilled at caol ila 30 year old, 46%",Single Malt Scotch,87,230.0,"sweet oak and cod liver oil are what greet you with fleshy lycheelike fruits
behind the smoke here is very polite giving way to fruit jelly cubes and
peaches to develop alongside crisp apple the palate is clean with nutty oak with
the smoke continuing in the background offering an extra layer of complexity
fresh belying its age while it has typical tonguecoating oiliness it remains
understated caol ila basking in the summer sun us only",46.0
